order_id,date,Ordered_Time,customer_id,payment_method,Order_type,delivery_address,pizza_type_id,QTY_Ordered
46,1/1/2015,18:25:51,C0092,Card,Delivery,"14 Park Lane, Glasgow, G3 7HB",ital_cpcllo,4
47,1/1/2015,18:26:34,C0019,Null,Cancelled,"12 Baker Street, London, W1U 6TY",sicilian,2
48,1/1/2015,18:26:42,C0024,Card,Dine-in," 3 Riverside Drive, Cardiff, CF10 1DD",veggie_veg,5
49,1/1/2015,18:33:00,C0005,Cash,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",pepperoni,2
50,1/1/2015,18:41:01,C0009,Cash,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",mediterraneo,7
51,1/1/2015,18:48:28,C0024,Online,Delivery,"8 Victoria Lane, Birmingham, B1 1BD",bbq_ckn,7
52,1/1/2015,18:53:02,C0058,Cash,Delivery," 15 West End, Reading, RG1 7HY",calabrese,7
53,1/1/2015,18:54:17,C0017,Online,Delivery," 8 Meadow Close, Derby, DE1 2TY",the_greek,3
54,1/1/2015,19:01:45,C0075,Card,Delivery," 15 West End, Reading, RG1 7HY",classic_dlx,3
55,1/1/2015,19:03:19,C0065,Card,Dine-in," 14 Fairview Road, Portsmouth, PO1 3AB",prsc_argla,4
56,1/1/2015,19:07:00,C0035,Online,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",big_meat,6
57,1/1/2015,19:10:51,C0057,Cash,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",ckn_alfredo,2
58,1/1/2015,19:30:40,C0008,Card,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",classic_dlx,3
59,1/1/2015,19:40:08,C0048,Null,Cancelled," 2 Mill Lane, York, YO1 6JF",the_greek,4
60,1/1/2015,20:05:16,C0005,Card,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",spinach_supr,5
61,1/1/2015,20:08:43,C0067,Online,Dine-in," 4 The Green, Brighton, BN1 4KL",bbq_ckn,7
62,1/1/2015,20:50:16,C0011,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",ckn_pesto,5
63,1/1/2015,20:51:42,C0042,Online,Takeaway,"8 Victoria Lane, Birmingham, B1 1BD",spin_pesto,2
64,1/1/2015,20:52:08,C0008,Card,Takeaway,"14 Park Lane, Glasgow, G3 7HB",green_garden,5
65,1/1/2015,21:16:00,C0057,Cash,Dine-in," 9 Brookside, Hull, HU1 2RT",pepperoni,5
66,1/1/2015,21:47:55,C0010,Card,Dine-in," 9 Brookside, Hull, HU1 2RT",southw_ckn,3
67,1/1/2015,22:03:40,C0007,Cash,Delivery,"22 Castle Street, Edinburgh, EH2 3NR",spin_pesto,3
68,1/1/2015,22:07:32,C0097,Null,Cancelled," 25 Manor Road, Nottingham, NG1 6BP",mediterraneo,3
69,1/1/2015,22:12:13,C0054,Cash,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",ital_veggie,4
70,1/2/2015,11:38:51,C0041,Online,Takeaway," 16 Bridge Street, Belfast, BT1 5TR",hawaiian,5
71,1/2/2015,11:40:50,C0020,Cash,Takeaway,"5 Windsor Avenue, Bristol, BS1 5AA",southw_ckn,5
72,1/2/2015,11:57:25,C0083,Online,Delivery," 22 The Heights, Exeter, EX4 4PD",brie_carre,2
73,1/2/2015,11:58:56,C0091,Online,Dine-in," 21 Market Square, Cambridge, CB2 3NJ",ckn_pesto,3
74,1/2/2015,12:01:12,C0061,Online,Dine-in,"14 Park Lane, Glasgow, G3 7HB",ital_cpcllo,7
75,1/2/2015,12:10:15,C0050,Cash,Delivery,"45 Oxford Road, Manchester, M1 7ED",soppressata,4
76,1/2/2015,12:21:17,C0069,Cash,Dine-in,"45 Oxford Road, Manchester, M1 7ED",ital_veggie,5
77,1/2/2015,12:22:46,C0001,Null,Cancelled," 8 Meadow Close, Derby, DE1 2TY",cali_ckn,3
78,1/2/2015,12:28:14,C0007,Cash,Takeaway," 16 Bridge Street, Belfast, BT1 5TR",napolitana,6
79,1/2/2015,12:29:11,C0025,Cash,Dine-in,"9 The Crescent, Sheffield, S10 2FT",ckn_alfredo,3
80,1/2/2015,12:35:38,C0026,Online,Delivery,"17 Highfield Road, Leeds, LS2 8JT",spinach_fet,6
81,1/2/2015,12:40:01,C0054,Cash,Delivery,"12 Baker Street, London, W1U 6TY",brie_carre,3
82,1/2/2015,12:45:51,C0037,Cash,Dine-in," 14 Fairview Road, Portsmouth, PO1 3AB",prsc_argla,6
83,1/2/2015,12:53:27,C0060,Cash,Takeaway," 16 Bridge Street, Belfast, BT1 5TR",pepperoni,3
84,1/2/2015,13:13:41,C0043,Online,Takeaway," 8 Meadow Close, Derby, DE1 2TY",thai_ckn,4
85,1/2/2015,13:34:49,C0094,Online,Delivery," 25 Manor Road, Nottingham, NG1 6BP",veggie_veg,5
86,1/2/2015,13:40:31,C0048,Null,Cancelled," 10 The Grove, Plymouth, PL1 1HQ",sicilian,2
87,1/2/2015,14:01:02,C0040,Cash,Delivery," 19 Church Street, Leicester, LE1 5AN",spinach_fet,5
88,1/2/2015,14:10:08,C0064,Null,Cancelled," 3 Riverside Drive, Cardiff, CF10 1DD",soppressata,6
89,1/2/2015,14:30:19,C0003,Online,Takeaway," 5 Richmond Road, Bournemouth, BH1 1LX",brie_carre,5
90,1/2/2015,15:08:48,C0017,Online,Takeaway,"45 Oxford Road, Manchester, M1 7ED",soppressata,5
91,1/2/2015,15:14:43,C0062,Card,Dine-in," 21 Market Square, Cambridge, CB2 3NJ",the_greek,3
92,1/2/2015,15:17:02,C0039,Cash,Delivery," 16 Bridge Street, Belfast, BT1 5TR",spicy_ital,7
93,1/2/2015,15:29:31,C0082,Cash,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",four_cheese,7
94,1/2/2015,16:17:16,C0002,Card,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",ital_cpcllo,4
95,1/2/2015,16:18:04,C0050,Null,Cancelled," 27 Priory Street, Coventry, CV1 5FG",sicilian,7
96,1/2/2015,16:21:20,C0082,Null,Cancelled," 9 Brookside, Hull, HU1 2RT",mediterraneo,5
97,1/2/2015,16:45:33,C0022,Card,Delivery,"14 Park Lane, Glasgow, G3 7HB",soppressata,5
98,1/2/2015,17:18:18,C0018,Online,Delivery," 21 Market Square, Cambridge, CB2 3NJ",classic_dlx,3
99,1/2/2015,17:45:42,C0052,Cash,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",pep_msh_pep,7
100,1/2/2015,17:46:17,C0044,Cash,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",thai_ckn,5
101,1/2/2015,17:51:33,C0079,Cash,Takeaway," 1 The Pines, Norwich, NR2 1TH",pep_msh_pep,7
102,1/2/2015,17:54:04,C0074,Online,Takeaway," 11 Station Road, Southampton, SO14 6GH",thai_ckn,6
103,1/2/2015,18:02:09,C0022,Online,Dine-in," 8 Meadow Close, Derby, DE1 2TY",peppr_salami,6
104,1/2/2015,18:02:12,C0072,Card,Takeaway," 21 Market Square, Cambridge, CB2 3NJ",ital_veggie,4
105,1/2/2015,18:12:01,C0021,Cash,Delivery," 2 Mill Lane, York, YO1 6JF",soppressata,4
106,1/2/2015,18:12:13,C0002,Cash,Dine-in,"12 Baker Street, London, W1U 6TY",classic_dlx,5
107,1/2/2015,18:25:09,C0061,Cash,Takeaway," 8 Meadow Close, Derby, DE1 2TY",southw_ckn,4
108,1/2/2015,18:25:25,C0084,Cash,Dine-in," 16 Bridge Street, Belfast, BT1 5TR",ckn_alfredo,5
109,1/2/2015,18:27:50,C0059,Null,Cancelled," 6 Orchard Lane, Aberdeen, AB10 1FJ",pepperoni,2
110,1/2/2015,18:36:19,C0029,Cash,Delivery," 5 Richmond Road, Bournemouth, BH1 1LX",bbq_ckn,6
111,1/2/2015,18:38:01,C0008,Online,Dine-in," 2 Mill Lane, York, YO1 6JF",prsc_argla,6
112,1/2/2015,18:41:40,C0057,Online,Delivery," 2 Mill Lane, York, YO1 6JF",five_cheese,7
113,1/2/2015,18:50:21,C0023,Card,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",prsc_argla,3
114,1/2/2015,18:59:32,C0065,Card,Delivery," 14 Fairview Road, Portsmouth, PO1 3AB",brie_carre,6
115,1/2/2015,19:05:17,C0071,Cash,Delivery," 5 Richmond Road, Bournemouth, BH1 1LX",cali_ckn,7
116,1/2/2015,19:18:49,C0008,Null,Cancelled," 2 Mill Lane, York, YO1 6JF",spicy_ital,3
117,1/2/2015,19:23:02,C0079,Cash,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",veggie_veg,5
118,1/2/2015,19:26:59,C0001,Online,Delivery,"22 Castle Street, Edinburgh, EH2 3NR",ital_cpcllo,7
119,1/2/2015,19:32:29,C0064,Null,Cancelled," 5 Richmond Road, Bournemouth, BH1 1LX",ckn_pesto,4
120,1/2/2015,19:35:07,C0079,Card,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",veggie_veg,3
121,1/2/2015,19:38:48,C0028,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",spin_pesto,6
122,1/2/2015,19:50:19,C0026,Card,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",spin_pesto,2
123,1/2/2015,20:12:09,C0075,Cash,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",ital_supr,3
124,1/2/2015,20:12:34,C0018,Card,Takeaway," 8 Meadow Close, Derby, DE1 2TY",cali_ckn,4
125,1/2/2015,20:31:06,C0026,Card,Delivery," 25 Manor Road, Nottingham, NG1 6BP",ital_supr,2
126,1/2/2015,20:53:42,C0062,Cash,Dine-in,"45 Oxford Road, Manchester, M1 7ED",peppr_salami,3
127,1/2/2015,20:58:23,C0094,Card,Delivery," 11 Station Road, Southampton, SO14 6GH",spinach_supr,6
128,1/2/2015,21:05:06,C0066,Null,Cancelled,"45 Oxford Road, Manchester, M1 7ED",five_cheese,4
129,1/2/2015,21:13:02,C0095,Cash,Dine-in,"8 Victoria Lane, Birmingham, B1 1BD",bbq_ckn,6
130,1/2/2015,21:14:55,C0030,Online,Delivery," 11 Station Road, Southampton, SO14 6GH",four_cheese,4
131,1/2/2015,21:33:10,C0043,Cash,Takeaway," 15 West End, Reading, RG1 7HY",soppressata,4
132,1/2/2015,21:42:45,C0066,Card,Dine-in," 19 Church Street, Leicester, LE1 5AN",ital_veggie,5
133,1/2/2015,22:00:17,C0019,Cash,Delivery,"17 Highfield Road, Leeds, LS2 8JT",brie_carre,7
134,1/2/2015,22:13:24,C0094,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",ckn_alfredo,6
135,1/2/2015,22:29:34,C0053,Online,Takeaway," 8 Meadow Close, Derby, DE1 2TY",veggie_veg,7
136,1/2/2015,22:32:49,C0034,Null,Cancelled," 27 Priory Street, Coventry, CV1 5FG",the_greek,3
137,1/3/2015,11:34:10,C0035,Cash,Dine-in," 15 West End, Reading, RG1 7HY",spin_pesto,6
138,1/3/2015,11:44:50,C0062,Null,Cancelled," 9 Brookside, Hull, HU1 2RT",hawaiian,7
139,1/3/2015,11:57:39,C0015,Online,Dine-in," 6 Orchard Lane, Aberdeen, AB10 1FJ",mexicana,3
140,1/3/2015,12:26:44,C0012,Online,Delivery," 2 Mill Lane, York, YO1 6JF",calabrese,7
141,1/3/2015,13:16:01,C0019,Cash,Delivery," 4 The Green, Brighton, BN1 4KL",thai_ckn,2
142,1/3/2015,13:33:59,C0061,Online,Dine-in," 11 Station Road, Southampton, SO14 6GH",ckn_alfredo,2
143,1/3/2015,13:41:36,C0065,Online,Delivery," 1 The Pines, Norwich, NR2 1TH",green_garden,5
144,1/3/2015,13:44:28,C0085,Card,Delivery,"45 Oxford Road, Manchester, M1 7ED",calabrese,5
145,1/3/2015,13:53:48,C0095,Card,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",hawaiian,7
146,1/3/2015,14:22:10,C0014,Cash,Takeaway,"5 Windsor Avenue, Bristol, BS1 5AA",pepperoni,6
147,1/3/2015,14:32:51,C0066,Cash,Takeaway," 15 West End, Reading, RG1 7HY",pepperoni,3
148,1/3/2015,14:40:42,C0003,Online,Delivery,"9 The Crescent, Sheffield, S10 2FT",veggie_veg,2
149,1/3/2015,14:48:45,C0023,Cash,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",prsc_argla,7
150,1/3/2015,14:49:58,C0062,Online,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",four_cheese,2
151,1/3/2015,15:09:34,C0077,Card,Dine-in," 1 The Pines, Norwich, NR2 1TH",spicy_ital,7
152,1/3/2015,15:09:42,C0040,Cash,Dine-in," 1 The Pines, Norwich, NR2 1TH",brie_carre,5
153,1/3/2015,15:16:34,C0002,Online,Delivery,"9 The Crescent, Sheffield, S10 2FT",spin_pesto,7
154,1/3/2015,15:22:43,C0059,Cash,Takeaway," 27 Priory Street, Coventry, CV1 5FG",calabrese,5
155,1/3/2015,15:28:59,C0009,Cash,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",mediterraneo,3
156,1/3/2015,15:42:19,C0045,Card,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",peppr_salami,5
157,1/3/2015,15:43:03,C0003,Cash,Dine-in," 27 Priory Street, Coventry, CV1 5FG",prsc_argla,5
158,1/3/2015,15:54:30,C0001,Online,Dine-in," 19 Church Street, Leicester, LE1 5AN",peppr_salami,5
159,1/3/2015,15:59:22,C0064,Card,Dine-in," 21 Market Square, Cambridge, CB2 3NJ",cali_ckn,6
160,1/3/2015,16:35:33,C0066,Null,Cancelled," 21 Market Square, Cambridge, CB2 3NJ",brie_carre,4
161,1/3/2015,16:43:46,C0043,Cash,Takeaway," 16 Bridge Street, Belfast, BT1 5TR",cali_ckn,6
162,1/3/2015,16:51:22,C0047,Card,Takeaway,"5 Windsor Avenue, Bristol, BS1 5AA",thai_ckn,5
163,1/3/2015,16:54:54,C0015,Cash,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",spin_pesto,3
164,1/3/2015,16:56:33,C0039,Cash,Dine-in,"14 Park Lane, Glasgow, G3 7HB",ckn_alfredo,3
165,1/3/2015,16:57:37,C0042,Null,Cancelled," 8 Meadow Close, Derby, DE1 2TY",ital_cpcllo,4
166,1/3/2015,16:58:51,C0044,Card,Delivery,"8 Victoria Lane, Birmingham, B1 1BD",spinach_fet,7
167,1/3/2015,17:00:49,C0052,Card,Delivery," 10 The Grove, Plymouth, PL1 1HQ",bbq_ckn,4
168,1/3/2015,17:02:27,C0087,Cash,Dine-in," 16 Bridge Street, Belfast, BT1 5TR",ckn_alfredo,2
169,1/3/2015,17:15:48,C0076,Online,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",calabrese,7
170,1/3/2015,17:21:31,C0059,Cash,Delivery,"22 Castle Street, Edinburgh, EH2 3NR",ckn_pesto,7
171,1/3/2015,17:23:03,C0028,Cash,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",bbq_ckn,3
172,1/3/2015,17:29:24,C0033,Card,Takeaway," 14 Fairview Road, Portsmouth, PO1 3AB",hawaiian,5
173,1/3/2015,17:35:30,C0027,Card,Delivery," 5 Richmond Road, Bournemouth, BH1 1LX",thai_ckn,7
174,1/3/2015,17:37:49,C0093,Card,Dine-in," 6 Orchard Lane, Aberdeen, AB10 1FJ",spinach_fet,7
175,1/3/2015,17:50:51,C0058,Card,Dine-in," 27 Priory Street, Coventry, CV1 5FG",sicilian,4
176,1/3/2015,17:51:57,C0002,Online,Takeaway,"45 Oxford Road, Manchester, M1 7ED",mexicana,4
177,1/3/2015,17:54:36,C0079,Null,Cancelled,"45 Oxford Road, Manchester, M1 7ED",hawaiian,3
178,1/3/2015,18:15:03,C0039,Cash,Delivery," 5 Richmond Road, Bournemouth, BH1 1LX",calabrese,3
179,1/3/2015,18:20:14,C0051,Online,Dine-in," 1 The Pines, Norwich, NR2 1TH",ital_veggie,6
180,1/3/2015,18:33:34,C0012,Cash,Delivery," 25 Manor Road, Nottingham, NG1 6BP",mexicana,2
181,1/3/2015,18:49:32,C0092,Cash,Takeaway," 22 The Heights, Exeter, EX4 4PD",mexicana,7
182,1/3/2015,18:50:10,C0070,Online,Dine-in,"45 Oxford Road, Manchester, M1 7ED",spinach_supr,4
183,1/3/2015,18:54:55,C0056,Online,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",ital_cpcllo,4
184,1/3/2015,18:59:05,C0040,Online,Dine-in,"45 Oxford Road, Manchester, M1 7ED",peppr_salami,4
185,1/3/2015,19:08:33,C0014,Cash,Dine-in," 6 Orchard Lane, Aberdeen, AB10 1FJ",spicy_ital,6
186,1/3/2015,19:36:00,C0096,Card,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",ckn_pesto,4
187,1/3/2015,19:37:12,C0092,Null,Cancelled,"45 Oxford Road, Manchester, M1 7ED",soppressata,6
188,1/3/2015,20:08:39,C0035,Null,Cancelled,"5 Windsor Avenue, Bristol, BS1 5AA",classic_dlx,4
189,1/3/2015,20:12:14,C0053,Cash,Delivery," 21 Market Square, Cambridge, CB2 3NJ",cali_ckn,6
190,1/3/2015,20:14:23,C0013,Online,Dine-in,"30 Queen’s Road, Liverpool, L1 1BG",cali_ckn,2
191,1/3/2015,20:24:50,C0012,Card,Takeaway," 11 Station Road, Southampton, SO14 6GH",napolitana,7
192,1/3/2015,20:30:08,C0034,Cash,Dine-in," 1 The Pines, Norwich, NR2 1TH",hawaiian,3
193,1/3/2015,20:55:47,C0034,Cash,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",mediterraneo,5
194,1/3/2015,21:21:24,C0066,Null,Cancelled," 16 Bridge Street, Belfast, BT1 5TR",spinach_fet,7
195,1/3/2015,21:25:20,C0005,Online,Delivery," 15 West End, Reading, RG1 7HY",prsc_argla,3
196,1/3/2015,21:40:14,C0067,Card,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",ital_veggie,2
197,1/3/2015,21:47:48,C0081,Cash,Delivery," 15 West End, Reading, RG1 7HY",napolitana,7
198,1/3/2015,21:55:42,C0054,Card,Delivery,"17 Highfield Road, Leeds, LS2 8JT",mediterraneo,4
199,1/3/2015,22:10:38,C0041,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",spin_pesto,6
200,1/3/2015,22:24:05,C0025,Card,Delivery," 7 Kingsway, Newcastle, NE1 5HG",spin_pesto,3
201,1/3/2015,22:29:59,C0076,Online,Dine-in,"14 Park Lane, Glasgow, G3 7HB",spicy_ital,4
202,1/3/2015,22:50:29,C0035,Cash,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",ckn_alfredo,2
203,1/4/2015,11:30:48,C0023,Null,Cancelled,"8 Victoria Lane, Birmingham, B1 1BD",napolitana,6
204,1/4/2015,11:36:25,C0038,Card,Dine-in," 7 Kingsway, Newcastle, NE1 5HG",cali_ckn,7
205,1/4/2015,11:43:54,C0056,Cash,Dine-in," 3 Riverside Drive, Cardiff, CF10 1DD",bbq_ckn,7
206,1/4/2015,11:45:10,C0062,Cash,Delivery," 21 Market Square, Cambridge, CB2 3NJ",sicilian,6
207,1/4/2015,12:03:58,C0081,Cash,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",mexicana,2
208,1/4/2015,12:12:05,C0030,Card,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",cali_ckn,4
209,1/4/2015,12:29:17,C0028,Cash,Delivery,"14 Park Lane, Glasgow, G3 7HB",bbq_ckn,7
210,1/4/2015,12:34:13,C0021,Online,Delivery," 10 The Grove, Plymouth, PL1 1HQ",veggie_veg,2
211,1/4/2015,12:54:20,C0055,Cash,Takeaway," 5 Richmond Road, Bournemouth, BH1 1LX",ital_supr,7
212,1/4/2015,13:16:03,C0068,Card,Delivery,"30 Queen’s Road, Liverpool, L1 1BG",mediterraneo,2
213,1/4/2015,13:20:39,C0093,Cash,Delivery," 14 Fairview Road, Portsmouth, PO1 3AB",ital_supr,3
214,1/4/2015,13:39:16,C0026,Card,Dine-in," 15 West End, Reading, RG1 7HY",cali_ckn,3
215,1/4/2015,13:44:49,C0083,Card,Takeaway," 3 Riverside Drive, Cardiff, CF10 1DD",pepperoni,7
216,1/4/2015,14:31:56,C0089,Online,Takeaway," 3 Riverside Drive, Cardiff, CF10 1DD",mediterraneo,4
217,1/4/2015,14:35:03,C0002,Null,Cancelled," 25 Manor Road, Nottingham, NG1 6BP",napolitana,6
218,1/4/2015,14:35:11,C0015,Card,Takeaway,"9 The Crescent, Sheffield, S10 2FT",green_garden,6
219,1/4/2015,14:42:01,C0082,Cash,Dine-in," 8 Meadow Close, Derby, DE1 2TY",spinach_fet,4
220,1/4/2015,15:31:59,C0072,Online,Delivery," 25 Manor Road, Nottingham, NG1 6BP",calabrese,6
221,1/4/2015,15:33:18,C0043,Online,Dine-in," 5 Richmond Road, Bournemouth, BH1 1LX",spicy_ital,7
222,1/4/2015,15:46:38,C0002,Cash,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",thai_ckn,7
223,1/4/2015,16:08:20,C0078,Null,Cancelled,"22 Castle Street, Edinburgh, EH2 3NR",green_garden,3
224,1/4/2015,16:39:58,C0029,Online,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",thai_ckn,7
225,1/4/2015,16:41:48,C0090,Null,Cancelled," 4 The Green, Brighton, BN1 4KL",ckn_alfredo,5
226,1/4/2015,16:59:39,C0050,Online,Dine-in,"8 Victoria Lane, Birmingham, B1 1BD",hawaiian,5
227,1/4/2015,17:24:39,C0087,Card,Delivery," 19 Church Street, Leicester, LE1 5AN",peppr_salami,4
228,1/4/2015,17:31:24,C0003,Card,Delivery," 9 Brookside, Hull, HU1 2RT",spinach_fet,7
229,1/4/2015,17:37:57,C0025,Online,Delivery," 16 Bridge Street, Belfast, BT1 5TR",sicilian,4
230,1/4/2015,17:58:38,C0004,Null,Cancelled,"30 Queen’s Road, Liverpool, L1 1BG",spin_pesto,6
231,1/4/2015,18:04:18,C0024,Null,Cancelled," 27 Priory Street, Coventry, CV1 5FG",five_cheese,2
232,1/4/2015,18:21:59,C0030,Card,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",classic_dlx,7
233,1/4/2015,18:26:51,C0076,Card,Dine-in," 16 Bridge Street, Belfast, BT1 5TR",hawaiian,7
234,1/4/2015,18:36:09,C0025,Card,Dine-in," 9 Brookside, Hull, HU1 2RT",ckn_alfredo,5
